INCIDENT_NO,OFFENSE,HOUR_FROM,HOUR_TO,LONGITUDE_X,LATITUDE_X
239035483,THEFT,1417,1430.0,-84.4805471,39.17626272
239035420,THEFT,1340,140.0,-84.51362718,39.1042919
239035443,BURGLARY,1330,150.0,-84.58634524,39.12947754
239035418,THEFT,1240,1243.0,-84.42624287,39.1607681
239035490,AGGRAVATED ROBBERY,1220,1230.0,-84.54949222,39.1919791
239035476,CRIMINAL DAMAGING/ENDANGERING,120,830.0,-84.494719,39.11037319
239035407,ASSAULT,1151,1151.0,-84.56617975,39.14678173
239036097,ASSAULT,1139,120.0,-84.60065027,39.12542592
239035401,THEFT,1050,110.0,-84.5691319,39.10823299
239036077,THEFT,1045,850.0,-84.53554125,39.11817432
239035395,THEFT,935,939.0,-84.42808272,39.14636679
239035390,THEFT,855,857.0,-84.45758758,39.18879723
239035449,THEFT,830,180.0,-84.59837342,39.13099563
239035473,THEFT,80,170.0,-84.49514997,39.12336404
239035460,CRIMINAL DAMAGING/ENDANGERING,80,2144.0,-84.49611779,39.14877879
239035460,BURGLARY,80,2144.0,-84.49570779,39.14843879
239035441,THEFT,80,1952.0,-84.59490487,39.1269091
239035402,THEFT,755,80.0,-84.45189196,39.14157568
239036130,THEFT,70,160.0,-84.51706998,39.14466084
239035549,CRIMINAL DAMAGING/ENDANGERING,530,614.0,-84.51603383,39.11127076
239035431,CRIMINAL DAMAGING/ENDANGERING,430,745.0,-84.51641326,39.11806385
239035391,THEFT,40,60.0,-84.49393973,39.12578981
239035391,THEFT,40,60.0,-84.49252973,39.12587981
239035381,BREAKING AND ENTERING,255,36.0,-84.48905224,39.1345376
239035398,THEFT,230,543.0,-84.49397946,39.12386672
239035392,THEFT,20,40.0,-84.49425882,39.11866361
239035413,CRIMINAL DAMAGING/ENDANGERING,10,110.0,-84.45137541,39.13873369
239036306,FELONIOUS ASSAULT,30,30.0,-84.51264174,39.14062132
239036742,THEFT,0,1914.0,-84.49701527,39.14249048
239035428,CRIMINAL DAMAGING/ENDANGERING,0,1550.0,-84.56210624,39.09317798
239035388,CRIMINAL DAMAGING/ENDANGERING,0,50.0,-84.49549675,39.12929351
239035388,THEFT,0,50.0,-84.49475675,39.12948351
239035376,MENACING,2330,2340.0,-84.58456407,39.1139002
239035383,THEFT,2310,650.0,-84.46552281,39.14533128
239035451,THEFT,230,70.0,-84.53713426,39.13594344
249C000008,CRIMINAL DAMAGING/ENDANGERING,230,70.0,-84.43161263,39.18752018
239035371,ROBBERY,2250,232.0,-84.48923527,39.14464888
239035394,THEFT,2230,930.0,-84.52587474,39.13475812
239035384,THEFT,2230,70.0,-84.57796563,39.11082177
239035400,THEFT,210,110.0,-84.57908616,39.10830404
239035389,THEFT,210,80.0,-84.49467646,39.11046132
239035367,AGGRAVATED ROBBERY,210,2125.0,-84.56585633,39.18851685
239036074,,2044,2045.0,-84.51541965,39.10913123
239035364,THEFT,2029,2030.0,-84.6044027,39.13193136
239036081,,2025,2026.0,-84.51624988,39.11133166
239035365,THEFT,2020,2025.0,-84.52018359,39.12774686
239035369,THEFT,1945,1947.0,-84.50554762,39.13972993
249C000007,THEFT,1922,135.0,-84.59407022,39.11573713
239035366,FELONIOUS ASSAULT,1830,1915.0,-84.45786306,39.2070107
239035417,THEFT,180,120.0,-84.55150529,39.12168909
239035385,CRIMINAL DAMAGING/ENDANGERING,1730,1730.0,-84.5039434,39.15759872
239035598,THEFT,170,190.0,-84.4308903,39.16277107
239035362,CRIMINAL DAMAGING/ENDANGERING,170,1915.0,-84.49611109,39.14204872
239035359,THEFT,170,1854.0,-84.57666805,39.14314851
239035720,THEFT,1630,1830.0,-84.55196613,39.12917034
239035347,BURGLARY,1520,1520.0,-84.56989957,39.0901956
239035344,MENACING,1452,1452.0,-84.46406251,39.14523268
239035352,THEFT,140,1749.0,-84.61917728,39.1447023
239036372,FORGERY,1336,1336.0,-84.53742044,39.1367654
239035340,THEFT,135,1337.0,-84.58042529,39.13875283
239035382,THEFT,1230,1240.0,-84.49739869,39.11776268
239035339,THEFT,126,126.0,-84.56143421,39.15745016
239035397,CRIMINAL DAMAGING/ENDANGERING,120,930.0,-84.42950532,39.18465222
239035334,BURGLARY,1130,1130.0,-84.58836547,39.14183621
239035332,THEFT,1120,1123.0,-84.4552891,39.20492533
239035348,THEFT,1045,1230.0,-84.46327235,39.20367832
239035412,THEFT,80,1338.0,-84.53106259,39.13798481
239035326,AGGRAVATED MENACING,750,759.0,-84.50452737,39.16026722
239035324,FELONIOUS ASSAULT,415,447.0,-84.40342019,39.16073552
239035328,THEFT,40,70.0,-84.55224876,39.11632812
239035399,THEFT,330,410.0,-84.53572272,39.13511458
239035320,ASSAULT,330,338.0,-84.5633105,39.18550069
239035321,FELONIOUS ASSAULT,320,342.0,-84.51001678,39.17863425
239035319,DOMESTIC VIOLENCE,310,320.0,-84.50943851,39.14891242
239035318,THEFT,25,27.0,-84.38903168,39.15649718
239035411,THEFT,20,30.0,-84.55954684,39.14410989
239035355,THEFT,20,1130.0,-84.51522832,39.14534538
239035333,CRIMINAL DAMAGING/ENDANGERING,20,1130.0,-84.56363955,39.18348138
239035317,CRIMINAL DAMAGING/ENDANGERING,140,145.0,-84.51688664,39.11709818
239035316,FELONIOUS ASSAULT,135,139.0,-84.59385307,39.13037523
239035335,THEFT,120,50.0,-84.44298779,39.1435371
239035314,AGGRAVATED ROBBERY,20,35.0,-84.51206075,39.18428585
239035404,,1,2359.0,-84.51083537,39.11883918
239035505,THEFT,0,180.0,-84.53279265,39.16128707
239035360,THEFT,0,120.0,-84.52848865,39.13105443
239035338,THEFT,0,110.0,-84.49206014,39.12979945
239035322,CRIMINAL DAMAGING/ENDANGERING,0,520.0,-84.53091337,39.10274928
239035313,BURGLARY,0,10.0,-84.54714347,39.19099786
239033018,CRIMINAL DAMAGING/ENDANGERING,230,2314.0,-84.51464548,39.10039249
239035312,AGGRAVATED MENACING,2230,2248.0,-84.48779224,39.1333876
239035308,ASSAULT,220,2232.0,-84.51337939,39.14193055
239035309,DOMESTIC VIOLENCE,210,217.0,-84.56883876,39.14395091
239035299,DOMESTIC VIOLENCE,2015,2019.0,-84.41684529,39.1910255
239035301,IMPROPERLY DISCHARGING FIREARM AT/INTO HABITATION/SCHOOL,2010,2017.0,-84.52038795,39.1813586
239035346,ASSAULT,200,210.0,-84.53268602,39.14147428
239035346,,200,210.0,-84.53087602,39.14174428
239035336,CRIMINAL DAMAGING/ENDANGERING,200,15.0,-84.56470401,39.114428
239035306,ASSAULT,200,210.0,-84.58112667,39.11923854
239035295,ASSAULT,1953,1958.0,-84.57521903,39.09339675
239035493,THEFT,1915,1940.0,-84.52843782,39.11468989
239035300,THEFT,180,210.0,-84.49147436,39.11820879
239035288,THEFT,180,1830.0,-84.61129878,39.13096603
239035285,THEFT,1745,1754.0,-84.57673297,39.15414241
239035331,CRIMINAL DAMAGING/ENDANGERING,1730,70.0,-84.42884791,39.1339324
239035354,CRIMINAL DAMAGING/ENDANGERING,170,180.0,-84.57321475,39.12388045
239035349,CRIMINAL DAMAGING/ENDANGERING,170,50.0,-84.56265188,39.17805238
249C000006,THEFT,1645,2115.0,-84.52733507,39.10554338
239035284,ASSAULT,1645,1652.0,-84.57567771,39.11599526
239035310,BURGLARY,1625,1630.0,-84.45755573,39.20586383
239035291,CRIMINAL DAMAGING/ENDANGERING,160,170.0,-84.55241609,39.14980711
239035291,THEFT,160,170.0,-84.55196609,39.15157711
239035281,THEFT,1517,1523.0,-84.43232509,39.14403991
239035276,UNAUTHORIZED USE OF MOTOR VEHICLE,1455,1457.0,-84.51568437,39.18766156
239035735,THEFT,1430,2030.0,-84.58447889,39.14624514
239035272,CRIMINAL DAMAGING/ENDANGERING,1315,1316.0,-84.56651683,39.10651459
COPY OF 239035323,THEFT,130,1330.0,-84.61608923,39.13433528
239035323,THEFT,130,1330.0,-84.61558923,39.13337528
239035268,THEFT,1121,1121.0,-84.42790249,39.162653
239035264,MENACING,1120,1130.0,-84.53694666,39.13687225
239035261,FELONIOUS ASSAULT,1110,1120.0,-84.46523199,39.17987171
239035265,THEFT,930,945.0,-84.42718249,39.161093
239035256,ASSAULT,740,743.0,-84.55886691,39.11963252
239035250,CRIMINAL DAMAGING/ENDANGERING,70,70.0,-84.56828758,39.14374505
239035247,THEFT,436,438.0,-84.55913278,39.12658311
239035271,ASSAULT,38,39.0,-84.48161131,39.16916956
239035242,THEFT,126,136.0,-84.51187268,39.12990844
239035275,THEFT,10,20.0,-84.51409415,39.10899384
239035252,CRIMINAL DAMAGING/ENDANGERING,37,90.0,-84.52739782,39.11453989
239036213,TAKING THE IDENTITY OF ANOTHER,0,150.0,-84.52442501,39.1487613
239035478,CRIMINAL DAMAGING/ENDANGERING,0,630.0,-84.47818328,39.18142509
239035246,THEFT,0,30.0,-84.51379518,39.11156587
239035238,AGGRAVATED ROBBERY,0,30.0,-84.56984252,39.10906158
239035239,ASSAULT,2350,0.0,-84.48458155,39.15200849
239035239,CRIMINAL DAMAGING/ENDANGERING,2350,0.0,-84.48456155,39.15045849
239035251,THEFT,2345,80.0,-84.60415421,39.12929582
239035405,THEFT,2330,1030.0,-84.59558822,39.15415442
239035243,AGGRAVATED ROBBERY,2330,2330.0,-84.57638427,39.13774129
239035248,THEFT,2315,730.0,-84.59232631,39.10538829
239035287,CRIMINAL DAMAGING/ENDANGERING,230,330.0,-84.51578944,39.10345476
239035287,THEFT,230,330.0,-84.51501944,39.10278476
239035270,,230,0.0,-84.49045291,39.14232278
239035270,FELONIOUS ASSAULT,230,0.0,-84.48935291,39.14255278
239035245,THEFT,230,130.0,-84.51419006,39.10147825
239035228,ASSAULT,2210,2227.0,-84.53491847,39.10607119
239035358,THEFT,220,60.0,-84.55648389,39.13129271
239035229,ASSAULT,220,224.0,-84.49090645,39.13047553
239035231,CRIMINAL DAMAGING/ENDANGERING,2130,220.0,-84.59238563,39.10764764
239035554,THEFT,210,80.0,-84.47697098,39.12955496
239035368,THEFT,2030,2050.0,-84.60092463,39.12449866
239035249,THEFT,2030,2130.0,-84.49238287,39.12385862
239035223,THEFT,2030,2035.0,-84.51020078,39.12846751
239035257,ASSAULT,208,2038.0,-84.5691576,39.1450707
239035293,CRIMINAL DAMAGING/ENDANGERING,200,210.0,-84.52690877,39.11411877
239035221,THEFT,200,2058.0,-84.42567817,39.1621548
239035259,BREAKING AND ENTERING,1930,1030.0,-84.51977934,39.11559979
239036330,UNAUTHORIZED USE OF MOTOR VEHICLE,1916,721.0,-84.53691125,39.11941432
239035260,THEFT,195,1915.0,-84.51048078,39.12930751
239035506,THEFT,185,1810.0,-84.51071961,39.10916535
239035330,THEFT,180,90.0,-84.59000308,39.14737534
239035216,THEFT,180,1815.0,-84.51234537,39.10771764
239035277,FELONIOUS ASSAULT,1745,180.0,-84.51108805,39.10175459
239035213,THEFT,1740,1745.0,-84.57268683,39.10896268
239035226,DOMESTIC VIOLENCE,1620,1650.0,-84.42668287,39.1610381
239035226,AGGRAVATED MENACING,1620,1650.0,-84.42643287,39.1600681
239035205,DOMESTIC VIOLENCE,1611,1616.0,-84.60293054,39.14593313
239035206,CRIMINAL DAMAGING/ENDANGERING,160,1630.0,-84.43980514,39.14591274
239035219,CRIMINAL DAMAGING/ENDANGERING,1540,1545.0,-84.42501181,39.16106723
239035709,DOMESTIC VIOLENCE,1537,1638.0,-84.41534397,39.11846967
239035204,MENACING,150,153.0,-84.58426291,39.10969327
239035217,THEFT,1438,1438.0,-84.40421309,39.18518292
239035199,,1430,1435.0,-84.58949127,39.10499371
239035194,FELONIOUS ASSAULT,1330,1414.0,-84.55200131,39.12365675
239035194,,1330,1414.0,-84.55186131,39.12353675
239035195,THEFT,1330,140.0,-84.42710249,39.161013
239035665,THEFT,1146,1150.0,-84.54807976,39.2034291
239035187,THEFT,1145,1250.0,-84.50547211,39.10897561
239035181,ASSAULT,1130,1144.0,-84.51978748,39.18915618
239035644,THEFT,110,858.0,-84.50307221,39.12732774
239035171,CRIMINAL DAMAGING/ENDANGERING,1040,1045.0,-84.48945788,39.15033535
239035294,ASSAULT,1025,1030.0,-84.54834585,39.20157827
239035191,THEFT,1010,1010.0,-84.48831468,39.12583013
239035167,THEFT,90,921.0,-84.42774773,39.18114089
239035167,ASSAULT,90,921.0,-84.42660773,39.18069089
239037527,THEFT,80,10.0,-84.60427536,39.13257231
239037051,THEFT,80,230.0,-84.4221155,39.11127705
239035160,AGGRAVATED MENACING,625,629.0,-84.49437209,39.14970482
239035159,DOMESTIC VIOLENCE,50,530.0,-84.56771583,39.10203161
239035153,DOMESTIC VIOLENCE,150,157.0,-84.59553292,39.12926012
239035269,THEFT,10,60.0,-84.46786995,39.21075587
239035150,ASSAULT,20,25.0,-84.56618373,39.18916839
239035150,CRIMINAL DAMAGING/ENDANGERING,20,25.0,-84.56567373,39.18808839
249000141,FORGERY,0,120.0,-84.5371905,39.13865564
239037626,,0,0.0,-84.37989238,39.08226863
239037483,BURGLARY,0,0.0,-84.46732465,39.13022423
239036973,THEFT,0,0.0,-84.48601111,39.151243
239036426,DOMESTIC VIOLENCE,0,2359.0,-84.58364045,39.10823153
239036174,THEFT,0,0.0,-84.41737679,39.12268998
239035292,THEFT,0,120.0,-84.46535129,39.19511603
239035210,THEFT,2130,1830.0,-84.51115736,39.11518172
239035142,THEFT,2130,2133.0,-84.57267566,39.12357968
239035149,CRIMINAL DAMAGING/ENDANGERING,2120,2133.0,-84.51223888,39.11957815
239035170,THEFT,210,100.0,-84.57733969,39.20326629
239035136,THEFT,2040,2045.0,-84.52403707,39.11047911
239035188,BREAKING AND ENTERING,2030,915.0,-84.51290025,39.11041873
239035132,THEFT,2030,2040.0,-84.43345568,39.14529525
239035132,THEFT,2030,2040.0,-84.43189568,39.14571525
239035133,THEFT,2020,2021.0,-84.54515761,39.16241458
239035143,ASSAULT,1955,202.0,-84.60136463,39.12417866
239035143,THEFT,1955,202.0,-84.60046463,39.12409866
239035207,AGGRAVATED ROBBERY,1930,1940.0,-84.57143601,39.12521376
239035215,THEFT,1930,2350.0,-84.59659062,39.12795252
239035148,FELONIOUS ASSAULT,1930,1940.0,-84.55951638,39.15761129
239035141,CRIMINAL DAMAGING/ENDANGERING,1910,1920.0,-84.56156989,39.17843878
239035157,CRIMINAL DAMAGING/ENDANGERING,190,444.0,-84.51326247,39.11575987
239035157,THEFT,190,444.0,-84.51250247,39.11484987
239035138,,190,1930.0,-84.55116286,39.14089756
239035587,MENACING,1845,1845.0,-84.56769807,39.11000097
239035120,TELEPHONE HARASSMENT,1825,1833.0,-84.43533889,39.14877936
239035168,THEFT,180,750.0,-84.57427197,39.14480392
239035129,THEFT,180,190.0,-84.62230701,39.14426442
239035118,ASSAULT,180,180.0,-84.53114218,39.10803688
239035161,THEFT,170,60.0,-84.51213432,39.11550225
239035109,THEFT,1635,1635.0,-84.60501512,39.13724475
239035124,TELEPHONE HARASSMENT,160,1730.0,-84.57950653,39.12415643
239035107,AGGRAVATED MENACING,1545,1550.0,-84.4263764,39.1534976
239035162,BREAKING AND ENTERING,1530,50.0,-84.55187026,39.10604421
239035113,THEFT,1530,1540.0,-84.42986647,39.1447954
239035779,CRIMINAL DAMAGING/ENDANGERING,150,1016.0,-84.50058162,39.15270949
239035201,THEFT,1456,1458.0,-84.42393695,39.14700196
239035101,AGGRAVATED ROBBERY,1420,1430.0,-84.51643116,39.11555399
239035100,THEFT,1412,1415.0,-84.58436114,39.14413577
239036178,THEFT,140,160.0,-84.59020807,39.14202635
239035190,CRIMINAL DAMAGING/ENDANGERING,140,140.0,-84.47019638,39.1721958
239035106,THEFT,140,1530.0,-84.49723158,39.14698597
239035105,CRIMINAL DAMAGING/ENDANGERING,140,150.0,-84.51015183,39.11248428
239017036,THEFT,1355,140.0,-84.45903299,39.19738219
239035094,BURGLARY,1315,1320.0,-84.56465677,39.11415465
249C000009,THEFT,1228,1328.0,-84.39791657,39.15202035
239035085,THEFT,1213,1214.0,-84.56583116,39.11130241
239035144,CRIMINAL DAMAGING/ENDANGERING,120,220.0,-84.53725516,39.11971778
239035717,THEFT,1154,120.0,-84.6198245,39.14418793
239035087,FELONIOUS ASSAULT,1150,120.0,-84.48459777,39.15452527
239035092,THEFT,110,1115.0,-84.53312166,39.11471746
249C000003,CRIMINAL DAMAGING/ENDANGERING,90,170.0,-84.41294728,39.12029244
239035211,THEFT,80,2045.0,-84.49902513,39.14677315
239035163,CRIMINAL DAMAGING/ENDANGERING,730,730.0,-84.52768865,39.12959443
239035062,CRIMINAL DAMAGING/ENDANGERING,60,610.0,-84.55832799,39.1407207
239035078,BREAKING AND ENTERING,58,515.0,-84.49314473,39.12354721
239035059,ASSAULT,428,438.0,-84.54831911,39.12747801
239035056,THEFT,311,315.0,-84.57845788,39.14433291
239035054,ASSAULT,240,245.0,-84.51046828,39.10130872
239035051,FELONIOUS ASSAULT,230,246.0,-84.57815725,39.13876768
239035052,THEFT,20,26.0,-84.45764348,39.20314472
239035050,ASSAULT,130,144.0,-84.68591242,39.10788239
239035116,THEFT,127,129.0,-84.37819675,39.09962628
239035049,THEFT,10,130.0,-84.50251459,39.14132934
239035518,AGGRAVATED ROBBERY,10,130.0,-84.52743542,39.14696338
239036093,THEFT,0,0.0,-84.60659708,39.12943437
239035558,BREAKING AND ENTERING,0,90.0,-84.49499566,39.14298374
239035184,TAKING THE IDENTITY OF ANOTHER,0,0.0,-84.54406312,39.17573674
239035076,CRIMINAL DAMAGING/ENDANGERING,0,70.0,-84.46830881,39.17301517
239035084,BURGLARY,230,1030.0,-84.56790683,39.10559459
239035039,ASSAULT,2210,2215.0,-84.46378251,39.14449268
239035075,THEFT,220,715.0,-84.58915434,39.10653986
239035175,CRIMINAL DAMAGING/ENDANGERING,2147,220.0,-84.45746582,39.19847486
239035046,DOMESTIC VIOLENCE,210,58.0,-84.49631585,39.14189976
239035041,AGGRAVATED MENACING,210,2115.0,-84.45838573,39.20577383
239035041,THEFT,210,2115.0,-84.45774573,39.20574383
239035036,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,210,2113.0,-84.5682076,39.1452707
239035112,THEFT,2033,48.0,-84.5155976,39.10007824
239035031,THEFT,2030,2035.0,-84.526591,39.12227995
239035032,MENACING,2010,2030.0,-84.47003151,39.16709281
239035077,THEFT,1930,100.0,-84.53155318,39.13954828
239035026,ASSAULT,190,1930.0,-84.58849337,39.12899943
239035026,DOMESTIC VIOLENCE,190,1930.0,-84.58792337,39.13006943
239035021,MENACING,180,190.0,-84.45769852,39.1929511
239035017,MENACING,180,185.0,-84.59509037,39.12343534
239035066,CRIMINAL DAMAGING/ENDANGERING,170,730.0,-84.53312805,39.10960648
239035009,CRIMINAL DAMAGING/ENDANGERING,1620,1625.0,-84.47232987,39.17579333
239035006,MENACING,1510,1521.0,-84.61009388,39.11465391
239035003,AGGRAVATED MENACING,1510,1515.0,-84.57105607,39.10630244
239035003,MENACING,1510,1515.0,-84.57087607,39.10585244
239034996,AGGRAVATED MENACING,1455,155.0,-84.55078947,39.16966286
239034998,THEFT,1440,1448.0,-84.60943878,39.12999603
239035179,THEFT,140,190.0,-84.39807042,39.15968345
239034994,BURGLARY,1340,1345.0,-84.58194197,39.15415747
239035212,THEFT,130,170.0,-84.50438468,39.12973922
239034983,ASSAULT,1254,1254.0,-84.60059569,39.13244859
239034983,THEFT,1254,1254.0,-84.60053569,39.13255859
239035111,THEFT,120,2130.0,-84.5174227,39.11241486
239035104,THEFT,1130,1415.0,-84.50684944,39.11710066
239034992,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,1030,1040.0,-84.56484556,39.11189938
239034976,TELEPHONE HARASSMENT,1019,1021.0,-84.56317427,39.17951696
239035282,THEFT,950,140.0,-84.50344463,39.12741241
239034970,CRIMINAL DAMAGING/ENDANGERING,945,950.0,-84.53035477,39.129372
239034966,MENACING,945,948.0,-84.54750299,39.20101282
239035173,ASSAULT,90,140.0,-84.55576976,39.11258169
239035001,BURGLARY,90,150.0,-84.45742337,39.20453821
239035019,THEFT,830,1830.0,-84.51783256,39.1266433
239034971,THEFT,550,612.0,-84.55316209,39.14919182
239035180,BURGLARY,140,150.0,-84.55765119,39.10441888
239036197,TAKING THE IDENTITY OF ANOTHER,0,0.0,-84.42888402,39.062206
239034953,FELONIOUS ASSAULT,2246,2248.0,-84.57789563,39.10943177
239034956,DOMESTIC VIOLENCE,220,2210.0,-84.57813563,39.10986177
239034945,CRIMINAL DAMAGING/ENDANGERING,2149,220.0,-84.3799196,39.1505563
239034945,ASSAULT,2149,220.0,-84.3797896,39.1503963
239034979,THEFT,2140,80.0,-84.56400592,39.11741759
239034943,DOMESTIC VIOLENCE,2110,2119.0,-84.57519695,39.11438026
239034944,DOMESTIC VIOLENCE,2040,210.0,-84.52640853,39.1070994
239034934,DOMESTIC VIOLENCE,209,2010.0,-84.56186828,39.15736653
239035408,THEFT,200,200.0,-84.51539888,39.10081453
239034948,THEFT,200,220.0,-84.42416275,39.1604793
239034948,THEFT,200,220.0,-84.42376275,39.1613893
239035008,THEFT,1935,1939.0,-84.59721062,39.12762252
239035025,FELONIOUS ASSAULT,1926,826.0,-84.57834653,39.12487643
239035025,ENDANGERING CHILDREN,1926,826.0,-84.57765653,39.12485643
239034932,THEFT,1925,1929.0,-84.42771272,39.14748679
239035172,THEFT,190,859.0,-84.45704519,39.19140965
239035080,CRIMINAL DAMAGING/ENDANGERING,190,120.0,-84.51093334,39.1127387
239034929,FELONIOUS ASSAULT,1830,1834.0,-84.55900416,39.15703406
239036778,THEFT,180,200.0,-84.57120603,39.14901826
239035029,THEFT,180,200.0,-84.50982488,39.13168745
239034926,ASSAULT,1750,189.0,-84.48935916,39.14384312
239034924,THEFT,1740,1755.0,-84.61816086,39.14441619
239C000666,THEFT,1730,2016.0,-84.52649971,39.16397607
239035027,CRIMINAL DAMAGING/ENDANGERING,1715,715.0,-84.61034279,39.11441363
239035027,THEFT,1715,715.0,-84.61005279,39.11441363
239035005,THEFT,170,160.0,-84.51763924,39.12678278
239035005,CRIMINAL DAMAGING/ENDANGERING,170,160.0,-84.51743924,39.12624278
239034961,THEFT,170,87.0,-84.55500812,39.10475505
239034918,THEFT,170,178.0,-84.51415712,39.12715625
239034937,TELEPHONE HARASSMENT,170,170.0,-84.47320012,39.15837423
239034937,DOMESTIC VIOLENCE,170,170.0,-84.47307012,39.15870423
239034922,AGGRAVATED ROBBERY,1645,1722.0,-84.52461437,39.12016624
239034922,AGGRAVATED ROBBERY,1645,1722.0,-84.52287437,39.12048624
239034931,THEFT,1530,1730.0,-84.50268855,39.12719425
239C000730,THEFT,1445,1755.0,-84.5311267,39.14004724
239034910,DOMESTIC VIOLENCE,1440,1442.0,-84.49186313,39.12156981
239035070,THEFT,139,139.0,-84.42484817,39.1610448
239035064,ASSAULT,130,1315.0,-84.40757273,39.16418064
239034935,THEFT,1259,1315.0,-84.48688431,39.14722443
239034899,THEFT,1237,1237.0,-84.53815426,39.13637845
239034894,DOMESTIC VIOLENCE,1150,1210.0,-84.59376251,39.13345778
239034905,THEFT,1133,1245.0,-84.6099619,39.13123343
239035560,THEFT,110,0.0,-84.51000643,39.10506121
239034960,ASSAULT,110,115.0,-84.54973222,39.1920791
249C000005,THEFT,945,1645.0,-84.52118562,39.09773873
239035014,THEFT,930,100.0,-84.5133385,39.14020135
COPY OF 239034885,ASSAULT,90,930.0,-84.56084803,39.15091016
239034885,ASSAULT,90,930.0,-84.55992803,39.15125016
239034888,BURGLARY,830,100.0,-84.58745489,39.08193811
239034939,THEFT,80,1830.0,-84.51128362,39.12377521
249C000004,THEFT,715,1550.0,-84.52003562,39.09752873
239034900,THEFT,60,1115.0,-84.52393278,39.11540043
239034917,CRIMINAL DAMAGING/ENDANGERING,530,160.0,-84.51622362,39.12747209
239035218,THEFT,50,530.0,-84.5887278,39.13159518
239034881,CRIMINAL DAMAGING/ENDANGERING,430,50.0,-84.48718384,39.14083782
239035060,THEFT,30,40.0,-84.55725,39.10798967
239034870,THEFT,30,34.0,-84.59514226,39.11271639
239034870,FELONIOUS ASSAULT,30,34.0,-84.59392226,39.11250639
239034878,THEFT,0,645.0,-84.5725336,39.12263319
239034871,THEFT,0,30.0,-84.46976927,39.13605855
239034863,CRIMINAL DAMAGING/ENDANGERING,2325,2325.0,-84.49585056,39.14350657
239034861,CRIMINAL DAMAGING/ENDANGERING,2322,2322.0,-84.46138313,39.17972978
239034867,THEFT,234,234.0,-84.54762591,39.17788621
239034868,CRIMINAL DAMAGING/ENDANGERING,2255,235.0,-84.46689881,39.17285517
239034883,THEFT,220,50.0,-84.55918365,39.15334466
239037357,THEFT,2143,2148.0,-84.42591817,39.1625048
239034860,MENACING,2130,2131.0,-84.52674983,39.09909822
239034866,ASSAULT,2025,2032.0,-84.54116085,39.19359563
239034865,MENACING,200,2010.0,-84.57851653,39.12506643
239034854,AGGRAVATED ROBBERY,190,190.0,-84.52569549,39.09465737
239034850,DOMESTIC VIOLENCE,1856,199.0,-84.58217687,39.14513356
239034862,THEFT,1836,2230.0,-84.51765346,39.12810491
239034843,THEFT,1830,1843.0,-84.51930526,39.113496
239034851,THEFT,184,1830.0,-84.42311499,39.15648169
239034930,THEFT,180,60.0,-84.41377544,39.18963934
239034877,THEFT,180,623.0,-84.57918821,39.11726887
239034842,DOMESTIC VIOLENCE,1745,1753.0,-84.48677964,39.14792079
239034869,BURGLARY,1730,2030.0,-84.51239499,39.14008366
239034848,THEFT,1725,1727.0,-84.5835699,39.11271477
239034845,THEFT,1647,1822.0,-84.52241854,39.13085109
239034886,TELEPHONE HARASSMENT,1555,1555.0,-84.47895833,39.12901286
239034879,THEFT,1530,620.0,-84.5555138,39.13032648
239034824,AGGRAVATED MENACING,1510,1517.0,-84.61351797,39.13415723
239034914,ASSAULT,150,1540.0,-84.53644061,39.19740588
239034820,THEFT,1410,1410.0,-84.61010878,39.13078603
239034846,CRIMINAL DAMAGING/ENDANGERING,1330,1750.0,-84.51855346,39.12839491
239034847,TELEPHONE HARASSMENT,130,1830.0,-84.56953284,39.1322149
239034817,THEFT,1245,1259.0,-84.62292831,39.14191421
239034811,MENACING,1240,1242.0,-84.53724855,39.15868267
239034923,THEFT,121,140.0,-84.48398129,39.12823752
239035117,THEFT,120,180.0,-84.51679426,39.12370983
239034962,THEFT,120,125.0,-84.55103222,39.1921991
239034806,THEFT,1130,1150.0,-84.50744406,39.1757614
239034805,THEFT,1130,120.0,-84.58555052,39.11304053
239034804,THEFT,1130,1139.0,-84.51165537,39.10671764
239034796,AGGRAVATED MENACING,1055,1110.0,-84.60274241,39.15519633
239034790,AGGRAVATED MENACING,945,946.0,-84.45882407,39.20593394
239034858,CRIMINAL DAMAGING/ENDANGERING,90,170.0,-84.52683983,39.09903822
239034831,CRIMINAL DAMAGING/ENDANGERING,90,150.0,-84.50870261,39.12982595
239034808,THEFT,80,815.0,-84.49178658,39.15411627
239034781,THEFT,30,60.0,-84.58649549,39.10952955
239034777,ASSAULT,245,31.0,-84.5659685,39.11609212
239034892,THEFT,10,110.0,-84.51766967,39.12808764
239034783,THEFT,0,719.0,-84.58358695,39.10439619
239034780,THEFT,2342,18.0,-84.47225232,39.1662512
239034812,THEFT,2230,30.0,-84.56290681,39.15166676
239034770,CRIMINAL DAMAGING/ENDANGERING,220,228.0,-84.49219367,39.11780764
239034767,THEFT,2130,2147.0,-84.51092268,39.12799844
239034757,ASSAULT,205,206.0,-84.43754185,39.11436155
239034802,THEFT,200,110.0,-84.52513217,39.13145401
239034784,THEFT,1936,80.0,-84.51480045,39.1251429
239034768,BREAKING AND ENTERING,1929,1934.0,-84.52088297,39.1139056
239034797,THEFT,190,70.0,-84.54744617,39.18874218
